Identifier,Title,OBJECT_ID,OBJECT_PORTFOLIO_ID,Target,TargetService,Coverage,Unique coverage (compared to other set),Status
0077-8923,Annals of the New York Academy of Sciences,9.54927E+11,1E+15,EBSCOhost Academic Search Complete,getFullTxt,2006-2020,,ACTIVE
0084-0173,Wildlife Monographs,9.54925E+11,3.79E+15,CRKN Wiley Online Library,getFullTxt,-2004,,ACTIVE
0084-0173,Wildlife Monographs,9.54925E+11,1E+15,EBSCOhost Environment Complete,getFullTxt,2006-2020,,ACTIVE
0084-0173,Wildlife Monographs,9.54925E+11,1E+15,JSTOR Life Sciences Collection,getFullTxt,1958-2018,,ACTIVE
0084-0173,Wildlife Monographs,9.54925E+11,3.37E+15,Wiley Online Library All Journals,getFullTxt,-2004,,ACTIVE
0084-6597,Annual Review of Earth and Planetary Sciences,9.54925E+11,1.11058E+14,Annual Reviews,getFullTxt,1973-2015,,ACTIVE
0084-6597,Annual Review of Earth and Planetary Sciences,9.54925E+11,1E+15,EBSCOhost Academic Search Complete,getFullTxt,1996-2005,,ACTIVE
0090-0656,Fishery bulletin,9.54925E+11,1E+15,EBSCOhost Academic Search Complete,getFullTxt,-2008,,ACTIVE
0090-0656,Fishery bulletin,9.54925E+11,1E+15,EBSCOhost Environment Complete,getFullTxt,-2008,,ACTIVE
0090-4341,Archives of Environmental Contamination and Toxicology,9.54925E+11,2.55E+15,ABI/INFORM Collection,getFullTxt,1997-2020,,ACTIVE
0090-4341,Archives of Environmental Contamination and Toxicology,9.54925E+11,1E+15,EBSCOhost Environment Complete,getFullTxt,2000-2020,,ACTIVE
0090-4341,Archives of Environmental Contamination and Toxicology,9.54925E+11,2.55E+15,Public Health Database,getFullTxt,1997-2020,,ACTIVE
0090-4341,Archives of Environmental Contamination and Toxicology,9.54925E+11,3.85E+15,SpringerLink Journals - AutoHoldings,getFullTxt,-1997,,ACTIVE
0090-8320,Ocean Development & International Law,9.54925E+11,1E+15,EBSCOhost Academic Search Complete,getFullTxt,1996-2020,,ACTIVE
0090-8320,Ocean Development & International Law,9.54925E+11,1E+15,EBSCOhost Business Source Complete,getFullTxt,1996-2020,,ACTIVE
0090-8320,Ocean Development & International Law,9.54925E+11,1E+15,EBSCOhost Environment Complete,getFullTxt,1996-2020,,ACTIVE
0090-8320,Ocean Development & International Law,9.54925E+11,3.81E+15,Taylor & Francis CRKN Social Science and Humanities,getFullTxt,-1997,,ACTIVE
0091-0562,American Journal of Community Psychology,9.54925E+11,3.79E+15,CRKN Wiley Online Library,getFullTxt,-1997,,ACTIVE
0091-0562,American Journal of Community Psychology,9.54925E+11,1E+15,EBSCOhost SocINDEX with Full Text,getFullTxt,2004-2020,,ACTIVE
0091-0562,American Journal of Community Psychology,9.54925E+11,3.79E+15,Nursing & Allied Health Database,getFullTxt,"1994-2004,2016-2018",,ACTIVE
0091-0562,American Journal of Community Psychology,9.54925E+11,2.55E+15,Public Health Database,getFullTxt,1994-2020,,ACTIVE
0091-0562,American Journal of Community Psychology,9.54925E+11,3.85E+15,SpringerLink Journals - AutoHoldings,getFullTxt,1997-2015,,ACTIVE
0091-6765,Environmental Health Perspectives,9.54925E+11,3.71E+15,ABI/INFORM Collection,getFullTxt,-2013,,ACTIVE
0091-6765,Environmental Health Perspectives,9.54925E+11,1E+15,EBSCOhost Academic Search Complete,getFullTxt,-1999,,ACTIVE
0091-6765,Environmental Health Perspectives,9.54925E+11,1E+15,EBSCOhost CINAHL Plus with Full Text,getFullTxt,-2006,,ACTIVE
0091-6765,Environmental Health Perspectives,9.54925E+11,1E+15,EBSCOhost Environment Complete,getFullTxt,-1999,,ACTIVE
0091-6765,Environmental Health Perspectives,9.54925E+11,1.11003E+14,EBSCOhost Health Source Consumer Edition,getFullTxt,-1999,,ACTIVE
0091-6765,Environmental Health Perspectives,9.54925E+11,1E+15,JSTOR Life Sciences Collection,getFullTxt,1972-2012,,ACTIVE
0091-6765,Environmental Health Perspectives,9.54925E+11,3.79E+15,Nursing & Allied Health Database,getFullTxt,2004-2012,,ACTIVE
0091-6765,Environmental Health Perspectives,9.54925E+11,3.71E+15,Nursing & Allied Health Database,getFullTxt,-2013,,ACTIVE
0091-6765,Environmental Health Perspectives,9.54925E+11,2.55E+15,Public Health Database,getFullTxt,2004-2012,,ACTIVE
0091-6765,Environmental Health Perspectives,9.54925E+11,3.78E+15,Public Health Database,getFullTxt,-2013,,ACTIVE
0091-7648,Wildlife Society Bulletin (1973-2006),9.54925E+11,3.79E+15,CRKN Wiley Online Library,getFullTxt,-2011,,ACTIVE
0091-7648,Wildlife Society Bulletin (1973-2006),9.54925E+11,4.1E+15,EBSCOhost Environment Complete,getFullTxt,2012-2020,,ACTIVE
0091-7648,Wildlife Society Bulletin (1973-2006),9.54925E+11,1E+15,JSTOR Life Sciences Collection,getFullTxt,1973-2006,,ACTIVE
0092-0606,Journal of Biological Physics,9.54927E+11,1E+15,EBSCOhost Academic Search Complete,getFullTxt,2003-2020,,ACTIVE
0092-0606,Journal of Biological Physics,9.54927E+11,3.85E+15,SpringerLink Journals - AutoHoldings,getFullTxt,-1997,,ACTIVE
0094-8373,Paleobiology,9.54925E+11,2.56E+15,CRKN Cambridge University Press Journals,getFullTxt,-2012,,ACTIVE
0094-8373,Paleobiology,9.54925E+11,1E+15,JSTOR Life Sciences Collection,getFullTxt,1975-2015,,ACTIVE
0095-3628,Microbial Ecology,9.54925E+11,1E+15,EBSCOhost Environment Complete,getFullTxt,2000-2020,,ACTIVE
0095-3628,Microbial Ecology,9.54925E+11,1E+15,JSTOR Life Sciences Collection,getFullTxt,1974-2015,,ACTIVE
0095-3628,Microbial Ecology,9.54925E+11,3.85E+15,SpringerLink Journals - AutoHoldings,getFullTxt,-1997,,ACTIVE
0098-0331,Journal of Chemical Ecology,9.54925E+11,2.67E+15,EBSCOhost Environment Complete,getFullTxt,2010-2020,,ACTIVE
0098-0331,Journal of Chemical Ecology,9.54925E+11,2.55E+15,Public Health Database,getFullTxt,1997-2020,,ACTIVE
0098-0331,Journal of Chemical Ecology,9.54925E+11,3.85E+15,SpringerLink Journals - AutoHoldings,getFullTxt,-1997,,ACTIVE
0107-055X,Nordic Journal of Botany,9.54927E+11,3.46E+15,CRKN Wiley Online Library,getFullTxt,-1997,,ACTIVE
0107-055X,Nordic Journal of Botany,9.54927E+11,2.55E+15,EBSCOhost Academic Search Complete,getFullTxt,2009-2020,,ACTIVE
0128-1283,Journal of Tropical Forest Science,1.10979E+14,1E+15,EBSCOhost Academic Search Complete,getFullTxt,-2004,,ACTIVE
0128-1283,Journal of Tropical Forest Science,1.10979E+14,1E+15,EBSCOhost Environment Complete,getFullTxt,-2004,,ACTIVE
0129-7619,Singapore Journal of Tropical Geography,9.54925E+11,2.43E+15,CRKN Wiley Online Library,getFullTxt,-1997,,ACTIVE
0129-7619,Singapore Journal of Tropical Geography,9.54925E+11,1E+15,EBSCOhost Academic Search Complete,getFullTxt,1999-2020,,ACTIVE
0129-7619,Singapore Journal of Tropical Geography,9.54925E+11,1E+15,EBSCOhost Environment Complete,getFullTxt,1999-2020,,ACTIVE
0141-8211,European Journal of Education,9.54925E+11,2.43E+15,CRKN Wiley Online Library,getFullTxt,-2000,,ACTIVE
0141-8211,European Journal of Education,9.54925E+11,1E+15,EBSCOhost Academic Search Complete,getFullTxt,1979-2020,,ACTIVE
0141-8211,European Journal of Education,9.54925E+11,1E+15,EBSCOhost Education Research Complete,getFullTxt,1979-2020,,ACTIVE
0141-8211,European Journal of Education,9.54925E+11,1E+15,JSTOR Arts and Sciences IV,getFullTxt,1979-2015,,ACTIVE
0142-5242,Grass and Forage Science,9.54925E+11,2.43E+15,CRKN Wiley Online Library,getFullTxt,-1997,,ACTIVE
0142-5242,Grass and Forage Science,9.54925E+11,1E+15,EBSCOhost Academic Search Complete,getFullTxt,1998-2020,,ACTIVE
0142-5242,Grass and Forage Science,9.54925E+11,1E+15,EBSCOhost Environment Complete,getFullTxt,1979-2020,,ACTIVE
0143-6597,Third World Quarterly,9.54925E+11,1E+15,EBSCOhost Academic Search Complete,getFullTxt,1990-2020,,ACTIVE
0143-6597,Third World Quarterly,9.54925E+11,1E+15,EBSCOhost Business Source Complete,getFullTxt,1990-2020,,ACTIVE
0143-6597,Third World Quarterly,9.54925E+11,1E+15,EBSCOhost Humanities International Complete,getFullTxt,1990-2020,,ACTIVE
0143-6597,Third World Quarterly,9.54925E+11,1E+15,EBSCOhost MasterFILE Premier,getFullTxt,1990-2020,,ACTIVE
0143-6597,Third World Quarterly,9.54925E+11,1E+15,EBSCOhost Political Science Complete,getFullTxt,1990-2020,,ACTIVE
0143-6597,Third World Quarterly,9.54925E+11,1E+15,EBSCOhost SocINDEX with Full Text,getFullTxt,1990-2020,,ACTIVE
0143-6597,Third World Quarterly,9.54925E+11,1E+15,JSTOR Arts and Sciences VII,getFullTxt,1979-2013,,ACTIVE
0143-6597,Third World Quarterly,9.54925E+11,1.10976E+14,MacEwan EBSCO Electronic Journals Service,getFullTxt,1999-2012,,ACTIVE
0143-6597,Third World Quarterly,9.54925E+11,3.81E+15,Taylor & Francis CRKN Social Science and Humanities,getFullTxt,-1997,,ACTIVE
0144-2872,Policy studies,9.54925E+11,1E+15,EBSCOhost Academic Search Complete,getFullTxt,1998-2020,,ACTIVE
0144-2872,Policy studies,9.54925E+11,1E+15,EBSCOhost Business Source Complete,getFullTxt,1998-2020,,ACTIVE
0144-2872,Policy studies,9.54925E+11,1E+15,EBSCOhost Health Policy Reference Center,getFullTxt,1998-2020,,ACTIVE
0144-2872,Policy studies,9.54925E+11,3.81E+15,Taylor & Francis CRKN Social Science and Humanities,getFullTxt,-1997,,ACTIVE
0147-8257,HELR. The Harvard environmental law review,9.54925E+11,1E+15,EBSCOhost Environment Complete,getFullTxt,-2000,,ACTIVE
0147-8257,HELR. The Harvard environmental law review,9.54925E+11,3.79E+15,Nexis Uni,getFullTxt,-1993,,ACTIVE
0149-0419,Marine geodesy,9.54925E+11,1E+15,EBSCOhost Academic Search Complete,getFullTxt,1999-2020,,ACTIVE
0149-0419,Marine geodesy,9.54925E+11,1E+15,EBSCOhost Environment Complete,getFullTxt,1999-2020,,ACTIVE
0160-0176,International Regional Science Review,9.54925E+11,2.56E+15,SAGE Complete Deep Backfile Purchase 2015,getFullTxt,1975-1998,,ACTIVE
0160-0176,International Regional Science Review,9.54925E+11,2.56E+15,Sage CRKN Collection,getFullTxt,-1999,,ACTIVE
0161-9268,Advances in Nursing Science,9.54925E+11,1E+15,EBSCOhost CINAHL Plus with Full Text,getFullTxt,1999-2005,,ACTIVE
0161-9268,Advances in Nursing Science,9.54925E+11,3.86E+15,Journals@Ovid Complete,getFullTxt,-1978,,ACTIVE
0162-2439,"Science, Technology, & Human Values",9.54925E+11,1.11046E+14,JSTOR Arts and Sciences II,getFullTxt,1978-2017,,ACTIVE
0162-2439,"Science, Technology, & Human Values",9.54925E+11,2.56E+15,SAGE Complete Deep Backfile Purchase 2015,getFullTxt,1976-1998,,ACTIVE
0162-2439,"Science, Technology, & Human Values",9.54925E+11,2.56E+15,Sage CRKN Collection,getFullTxt,-1999,,ACTIVE
0164-0291,International Journal of Primatology,9.54925E+11,1E+15,EBSCOhost Academic Search Complete,getFullTxt,1997-2020,,ACTIVE
0164-0291,International Journal of Primatology,9.54925E+11,1E+15,EBSCOhost Environment Complete,getFullTxt,1997-2020,,ACTIVE
0164-0291,International Journal of Primatology,9.54925E+11,3.85E+15,SpringerLink Journals - AutoHoldings,getFullTxt,-1997,,ACTIVE
0165-0009,Climatic Change,9.54925E+11,2.67E+15,ABI/INFORM Collection,getFullTxt,1997-2020,,ACTIVE
0165-0009,Climatic Change,9.54925E+11,4.1E+15,EBSCOhost Environment Complete,getFullTxt,2008-2020,,ACTIVE
0165-0009,Climatic Change,9.54925E+11,3.85E+15,SpringerLink Journals - AutoHoldings,getFullTxt,-1997,,ACTIVE
0165-0203,Natural Resources Forum,9.54926E+11,2.43E+15,CRKN Wiley Online Library,getFullTxt,-1997,,ACTIVE
0165-0203,Natural Resources Forum,9.54926E+11,1E+15,EBSCOhost Environment Complete,getFullTxt,2002-2020,,ACTIVE
0167-4366,Agroforestry Systems,9.54925E+11,1E+15,EBSCOhost Environment Complete,getFullTxt,2008-2020,,ACTIVE
0167-4366,Agroforestry Systems,9.54925E+11,3.85E+15,SpringerLink Journals - AutoHoldings,getFullTxt,-1997,,ACTIVE
0167-4544,Journal of Business Ethics,9.54921E+11,2.55E+15,ABI/INFORM Collection,getFullTxt,-1987,,ACTIVE
0167-4544,Journal of Business Ethics,9.54921E+11,2.55E+15,ABI/INFORM Collection,getFullTxt,1986-1987,,ACTIVE
0167-4544,Journal of Business Ethics,9.54921E+11,2.55E+15,ABI/INFORM Collection,getFullTxt,1982-1985,,ACTIVE
0167-4544,Journal of Business Ethics,9.54921E+11,3.42E+15,EBSCOhost Business Source Complete,getFullTxt,-1982,,ACTIVE
0167-4544,Journal of Business Ethics,9.54921E+11,1E+15,JSTOR Arts and Sciences VI,getFullTxt,1982-2017,,ACTIVE
0167-4544,Journal of Business Ethics,9.54921E+11,3.85E+15,SpringerLink Journals - AutoHoldings,getFullTxt,-1997,,ACTIVE
0167-6369,Environmental Monitoring and Assessment,9.54925E+11,2.55E+15,ABI/INFORM Collection,getFullTxt,1997-2020,,ACTIVE
0167-6369,Environmental Monitoring and Assessment,9.54925E+11,1E+15,EBSCOhost Environment Complete,getFullTxt,2000-2020,,ACTIVE
0167-6369,Environmental Monitoring and Assessment,9.54925E+11,2.55E+15,Public Health Database,getFullTxt,1997-2020,,ACTIVE
0167-6369,Environmental Monitoring and Assessment,9.54925E+11,3.85E+15,SpringerLink Journals - AutoHoldings,getFullTxt,-1997,,ACTIVE
0168-2563,Biogeochemistry,9.54925E+11,1E+15,EBSCOhost Academic Search Complete,getFullTxt,2003-2020,,ACTIVE
0168-2563,Biogeochemistry,9.54925E+11,1E+15,EBSCOhost Environment Complete,getFullTxt,2003-2020,,ACTIVE
0168-2563,Biogeochemistry,9.54925E+11,1E+15,JSTOR Life Sciences Collection,getFullTxt,1984-2015,,ACTIVE
0168-2563,Biogeochemistry,9.54925E+11,3.85E+15,SpringerLink Journals - AutoHoldings,getFullTxt,-1997,,ACTIVE
0168-8162,Experimental and Applied Acarology,9.54925E+11,3.71E+15,EBSCOhost Environment Complete,getFullTxt,2011-2020,,ACTIVE
0168-8162,Experimental and Applied Acarology,9.54925E+11,3.85E+15,SpringerLink Journals - AutoHoldings,getFullTxt,-1997,,ACTIVE
0169-4286,New Forests,9.54925E+11,2.67E+15,EBSCOhost Environment Complete,getFullTxt,2011-2020,,ACTIVE
0169-4286,New Forests,9.54925E+11,3.85E+15,SpringerLink Journals - AutoHoldings,getFullTxt,-1997,,ACTIVE
0173-9565,Marine Ecology,9.54925E+11,2.43E+15,CRKN Wiley Online Library,getFullTxt,-1997,,ACTIVE
0173-9565,Marine Ecology,9.54925E+11,4.1E+15,EBSCOhost Environment Complete,getFullTxt,1998-2020,,ACTIVE
0175-7598,Applied Microbiology and Biotechnology,9.54925E+11,2.56E+15,ABI/INFORM Collection,getFullTxt,1997-2020,,ACTIVE
0175-7598,Applied Microbiology and Biotechnology,9.54925E+11,1E+15,EBSCOhost Academic Search Complete,getFullTxt,2003-2020,,ACTIVE
0175-7598,Applied Microbiology and Biotechnology,9.54925E+11,1E+15,EBSCOhost Computers and Applied Sciences Complete,getFullTxt,2000-2020,,ACTIVE
0175-7598,Applied Microbiology and Biotechnology,9.54925E+11,1E+15,EBSCOhost Environment Complete,getFullTxt,2000-2020,,ACTIVE
0175-7598,Applied Microbiology and Biotechnology,9.54925E+11,3.85E+15,SpringerLink Journals - AutoHoldings,getFullTxt,-1997,,ACTIVE
0177-798X,Theoretical and Applied Climatology,9.54925E+11,1E+15,EBSCOhost Academic Search Complete,getFullTxt,2003-2020,,ACTIVE
0177-798X,Theoretical and Applied Climatology,9.54925E+11,1E+15,EBSCOhost Environment Complete,getFullTxt,2001-2020,,ACTIVE
0177-798X,Theoretical and Applied Climatology,9.54925E+11,3.85E+15,SpringerLink Journals - AutoHoldings,getFullTxt,-1997,,ACTIVE
0190-292X,Policy Studies Journal,9.54925E+11,2.55E+15,ABI/INFORM Collection,getFullTxt,1994-2011,,ACTIVE
0190-292X,Policy Studies Journal,9.54925E+11,2.43E+15,CRKN Wiley Online Library,getFullTxt,-1997,,ACTIVE
0190-292X,Policy Studies Journal,9.54925E+11,1E+15,EBSCOhost Academic Search Complete,getFullTxt,2000-2020,,ACTIVE
0190-292X,Policy Studies Journal,9.54925E+11,1E+15,EBSCOhost Business Source Complete,getFullTxt,2000-2020,,ACTIVE
0190-292X,Policy Studies Journal,9.54925E+11,1E+15,EBSCOhost Health Policy Reference Center,getFullTxt,2000-2020,,ACTIVE
0190-292X,Policy Studies Journal,9.54925E+11,1E+15,EBSCOhost Political Science Complete,getFullTxt,1972-2020,,ACTIVE
0190-292X,Policy Studies Journal,9.54925E+11,1E+15,Gale In Context: World History,getFullTxt,1992-2013,,ACTIVE
0225-5189,Revue canadienne d'??tudes du d??veloppement,9.54925E+11,2.67E+15,MacEwan EBSCO Electronic Journals Service,getFullTxt,2011-2011,,ACTIVE
0225-5189,Revue canadienne d'??tudes du d??veloppement,9.54925E+11,3.81E+15,Taylor & Francis CRKN Social Science and Humanities,getFullTxt,-1997,,ACTIVE
0254-5330,Annals of Operations Research,9.54925E+11,2.55E+15,ABI/INFORM Collection,getFullTxt,1999-2020,,ACTIVE
0254-5330,Annals of Operations Research,9.54925E+11,1E+15,EBSCOhost Business Source Complete,getFullTxt,1984-2020,,ACTIVE
0254-5330,Annals of Operations Research,9.54925E+11,1E+15,EBSCOhost Computers and Applied Sciences Complete,getFullTxt,1984-2020,,ACTIVE
0254-5330,Annals of Operations Research,9.54925E+11,3.85E+15,SpringerLink Journals - AutoHoldings,getFullTxt,-1997,,ACTIVE
0257-3032,The World Bank Research Observer,9.54921E+11,4.33E+15,CRKN Oxford University Press Current,getFullTxt,-1996,,ACTIVE
0257-3032,The World Bank Research Observer,9.54921E+11,1E+15,JSTOR Arts and Sciences VI,getFullTxt,1986-2015,,ACTIVE
0257-3032,The World Bank Research Observer,9.54921E+11,4.34E+15,Oxford Journals Archive Collection,getFullTxt,1986-1995,,ACTIVE
0260-1230,Journal of molluscan studies,9.54925E+11,4.33E+15,CRKN Oxford University Press Current,getFullTxt,-1996,,ACTIVE
0260-1230,Journal of molluscan studies,9.54925E+11,1E+15,EBSCOhost Academic Search Complete,getFullTxt,1996-2020,,ACTIVE
0260-1230,Journal of molluscan studies,9.54925E+11,4.34E+15,Oxford Journals Archive Collection,getFullTxt,1976-1995,,ACTIVE
0264-6811,Journal of Energy & Natural Resources Law,1.10975E+14,1E+15,EBSCOhost Environment Complete,getFullTxt,2005-2014,,ACTIVE
0264-6811,Journal of Energy & Natural Resources Law,1.10975E+14,3.81E+15,Taylor & Francis CRKN Social Science and Humanities,getFullTxt,-1997,,ACTIVE
0266-4674,Journal of Tropical Ecology,9.54925E+11,3.24E+15,CRKN Cambridge University Press Journals,getFullTxt,-1998,,ACTIVE
0266-4674,Journal of Tropical Ecology,9.54925E+11,1E+15,JSTOR Life Sciences Collection,getFullTxt,1985-2015,,ACTIVE
0266-4674,Journal of Tropical Ecology,9.54925E+11,1.10976E+14,MacEwan EBSCO Electronic Journals Service,getFullTxt,2010-2013,,ACTIVE
0266-4674,Journal of Tropical Ecology,9.54925E+11,3.79E+15,Nursing & Allied Health Database,getFullTxt,2001-2020,,ACTIVE
0266-903X,Oxford Review of Economic Policy,9.54921E+11,1.11032E+14,Business Insights: Essentials,getFullTxt,1994-1998,,ACTIVE
0266-903X,Oxford Review of Economic Policy,9.54921E+11,4.33E+15,CRKN Oxford University Press Current,getFullTxt,-1996,,ACTIVE
0266-903X,Oxford Review of Economic Policy,9.54921E+11,4.34E+15,Oxford Journals Archive Collection,getFullTxt,1985-1995,,ACTIVE
0268-9146,Animal Genetics,9.54926E+11,2.43E+15,CRKN Wiley Online Library,getFullTxt,-1997,,ACTIVE
0268-9146,Animal Genetics,9.54926E+11,1E+15,EBSCOhost Academic Search Complete,getFullTxt,1998-2020,,ACTIVE
0269-7459,Planning practice + research,9.54925E+11,1E+15,EBSCOhost Academic Search Complete,getFullTxt,1990-2020,,ACTIVE
0269-7459,Planning practice + research,9.54925E+11,1E+15,EBSCOhost Business Source Complete,getFullTxt,1990-2020,,ACTIVE
0269-7459,Planning practice + research,9.54925E+11,3.81E+15,Taylor & Francis CRKN Social Science and Humanities,getFullTxt,-1997,,ACTIVE
0269-7653,Evolutionary Ecology,9.54926E+11,2.67E+15,EBSCOhost Environment Complete,getFullTxt,2010-2020,,ACTIVE
0269-7653,Evolutionary Ecology,9.54926E+11,3.85E+15,SpringerLink Journals - AutoHoldings,getFullTxt,-1997,,ACTIVE
0269-8463,Functional Ecology,9.54926E+11,2.43E+15,CRKN Wiley Online Library,getFullTxt,-1997,,ACTIVE
0269-8463,Functional Ecology,9.54926E+11,1E+15,JSTOR Life Sciences Collection,getFullTxt,1987-2015,,ACTIVE
0269-9702,Bioethics,9.54926E+11,2.43E+15,CRKN Wiley Online Library,getFullTxt,-1997,,ACTIVE
0269-9702,Bioethics,9.54926E+11,1E+15,EBSCOhost Academic Search Complete,getFullTxt,1998-2020,,ACTIVE
0269-9702,Bioethics,9.54926E+11,1E+15,EBSCOhost CINAHL Plus with Full Text,getFullTxt,1998-2020,,ACTIVE
0269-9702,Bioethics,9.54926E+11,1E+15,EBSCOhost Health Policy Reference Center,getFullTxt,1998-2020,,ACTIVE
0272-2011,The American Review of Canadian Studies,1.10979E+14,2.55E+15,Canadian Business & Current Affairs Database,getFullTxt,1993-2012,,ACTIVE
0272-2011,The American Review of Canadian Studies,1.10979E+14,1E+15,EBSCOhost Academic Search Complete,getFullTxt,2000-2020,,ACTIVE
0272-2011,The American Review of Canadian Studies,1.10979E+14,1E+15,EBSCOhost Humanities International Complete,getFullTxt,2000-2020,,ACTIVE
0272-2011,The American Review of Canadian Studies,1.10979E+14,1E+15,EBSCOhost Literary Reference Center,getFullTxt,2000-2020,,ACTIVE
0272-2011,The American Review of Canadian Studies,1.10979E+14,1E+15,EBSCOhost Political Science Complete,getFullTxt,2000-2020,,ACTIVE
0272-2011,The American Review of Canadian Studies,1.10979E+14,3.36E+15,Taylor & Francis Arts & Humanities Online Archive,getFullTxt,1971-1996,,ACTIVE
0272-2011,The American Review of Canadian Studies,1.10979E+14,3.81E+15,Taylor & Francis CRKN Social Science and Humanities,getFullTxt,-1997,,ACTIVE
0272-4332,Risk Analysis,9.54926E+11,2.43E+15,CRKN Wiley Online Library,getFullTxt,-1997,,ACTIVE
0272-4332,Risk Analysis,9.54926E+11,1E+15,EBSCOhost Business Source Complete,getFullTxt,2000-2020,,ACTIVE
0272-4332,Risk Analysis,9.54926E+11,1E+15,EBSCOhost Environment Complete,getFullTxt,2000-2020,,ACTIVE
0272-4332,Risk Analysis,9.54926E+11,1E+15,EBSCOhost SPORTDiscus with Full Text,getFullTxt,2000-2020,,ACTIVE
0272-4332,Risk Analysis,9.54926E+11,3.85E+15,SpringerLink Journals - AutoHoldings,getFullTxt,1998-1999,,ACTIVE
0273-8570,Journal of Field Ornithology,9.54926E+11,2.43E+15,CRKN Wiley Online Library,getFullTxt,-2006,,ACTIVE
0273-8570,Journal of Field Ornithology,9.54926E+11,1E+15,EBSCOhost Environment Complete,getFullTxt,2006-2020,,ACTIVE
0273-8570,Journal of Field Ornithology,9.54926E+11,1E+15,JSTOR Life Sciences Collection,getFullTxt,1980-2017,,ACTIVE
0275-0392,Human Rights Quarterly,9.54926E+11,4.1E+15,EBSCOhost Political Science Complete,getFullTxt,1981-2020,,ACTIVE
0275-0392,Human Rights Quarterly,9.54926E+11,1.11082E+14,JSTOR Arts and Sciences IV,getFullTxt,1981-2015,,ACTIVE
0275-0392,Human Rights Quarterly,9.54926E+11,1E+15,Project Muse Premium Collection,getFullTxt,-1995,,ACTIVE
0275-2565,American Journal of Primatology,9.54926E+11,2.43E+15,CRKN Wiley Online Library,getFullTxt,-1996,,ACTIVE
0275-2565,American Journal of Primatology,9.54926E+11,1.10979E+14,Wiley Online Library All Journals,getFullTxt,-2008,,ACTIVE
0275-7540,Chemistry and ecology,1.10976E+14,1E+15,EBSCOhost Academic Search Complete,getFullTxt,2002-2020,,ACTIVE
0275-7540,Chemistry and ecology,1.10976E+14,1E+15,EBSCOhost Environment Complete,getFullTxt,2002-2020,,ACTIVE
0276-4741,Mountain Research and Development,9.54926E+11,2.56E+15,EBSCOhost Environment Complete,getFullTxt,-2010,,ACTIVE
0276-4741,Mountain Research and Development,9.54926E+11,1E+15,JSTOR Life Sciences Collection,getFullTxt,-1981,,ACTIVE
0277-2426,Landscape Journal,1.10976E+14,1E+15,EBSCOhost Business Source Complete,getFullTxt,-1997,,ACTIVE
0277-2426,Landscape Journal,1.10976E+14,1E+15,EBSCOhost Environment Complete,getFullTxt,-1997,,ACTIVE
0277-2426,Landscape Journal,1.10976E+14,2.67E+15,Project Muse Premium Collection,getFullTxt,-2011,,ACTIVE
0277-5212,Wetlands,9.54926E+11,2.55E+15,MacEwan EBSCO Electronic Journals Service,getFullTxt,2012-2012,,ACTIVE
0277-5212,Wetlands,9.54926E+11,3.85E+15,SpringerLink Journals - AutoHoldings,getFullTxt,-1997,,ACTIVE
0278-0372,Journal of Crustacean Biology,9.54926E+11,3.81E+15,CRKN Oxford University Press Current,getFullTxt,-1996,,ACTIVE
0278-0372,Journal of Crustacean Biology,9.54926E+11,4.1E+15,EBSCOhost Environment Complete,getFullTxt,2012-2020,,ACTIVE
0278-0372,Journal of Crustacean Biology,9.54926E+11,1E+15,JSTOR Life Sciences Collection,getFullTxt,1981-2015,,ACTIVE
0278-0372,Journal of Crustacean Biology,9.54926E+11,4.34E+15,Oxford Journals Archive Collection,getFullTxt,1981-1995,,ACTIVE
0282-7581,Scandinavian journal of forest research,9.54926E+11,1E+15,EBSCOhost Academic Search Complete,getFullTxt,1999-2020,,ACTIVE
0282-7581,Scandinavian journal of forest research,9.54926E+11,1E+15,EBSCOhost Environment Complete,getFullTxt,1999-2020,,ACTIVE
0300-3256,Zoologica Scripta,9.54926E+11,2.43E+15,CRKN Wiley Online Library,getFullTxt,-1997,,ACTIVE
0300-3256,Zoologica Scripta,9.54926E+11,1E+15,EBSCOhost Academic Search Complete,getFullTxt,1999-2020,,ACTIVE
0300-3256,Zoologica Scripta,9.54926E+11,1E+15,EBSCOhost Environment Complete,getFullTxt,1999-2020,,ACTIVE
0300-5771,International journal of epidemiology,9.54926E+11,4.33E+15,CRKN Oxford University Press Current,getFullTxt,-1996,,ACTIVE
0300-5771,International journal of epidemiology,9.54926E+11,4.34E+15,Oxford Journals Archive Collection,getFullTxt,1972-1995,,ACTIVE
0300-7839,Human Ecology,9.54925E+11,1E+15,JSTOR Arts and Sciences VI,getFullTxt,1972-2017,,ACTIVE
0300-7839,Human Ecology,9.54925E+11,1.10976E+14,MacEwan EBSCO Electronic Journals Service,getFullTxt,2020-2021,,ACTIVE
0300-7839,Human Ecology,9.54925E+11,2.55E+15,Public Health Database,getFullTxt,1996-2020,,ACTIVE
0300-7839,Human Ecology,9.54925E+11,3.85E+15,SpringerLink Journals - AutoHoldings,getFullTxt,-1997,,ACTIVE
0305-0270,Journal of Biogeography,9.54926E+11,2.43E+15,CRKN Wiley Online Library,getFullTxt,-1997,,ACTIVE
0305-0270,Journal of Biogeography,9.54926E+11,1E+15,JSTOR Life Sciences Collection,getFullTxt,1974-2015,,ACTIVE
0305-1838,Mammal Review,9.54926E+11,2.43E+15,CRKN Wiley Online Library,getFullTxt,-1997,,ACTIVE
